ClientID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,engagement_score,TermDepositSubscribed,ResponsePropensity
CIF000498,41,admin.,married,primary,no,4465.66,no,no,cellular,2,feb,169,1,-1,0,success,0.1969,1,0.4409
CIF000499,75,retired,single,secondary,no,1620.77,yes,no,cellular,11,jul,288,1,-1,0,other,0.9323,1,0.7574
CIF000500,44,student,single,unknown,no,-2000.0,yes,no,cellular,20,oct,343,7,14,5,failure,0.7392,1,0.8825
CIF000501,25,retired,married,tertiary,no,-2000.0,yes,no,unknown,21,jul,1509,7,6,1,other,0.2307,0,0.7895
CIF000502,58,blue-collar,married,tertiary,no,-2000.0,yes,no,unknown,11,feb,1149,2,-1,5,failure,0.1114,0,0.0246
CIF000503,77,entrepreneur,married,primary,yes,-2000.0,yes,no,telephone,26,feb,54,7,-1,2,unknown,0.9489,0,0.0002
CIF000504,71,student,single,unknown,yes,1828.46,no,no,unknown,26,sep,1131,7,-1,4,other,0.1122,1,0.883
CIF000505,34,retired,married,primary,no,4875.13,no,no,telephone,23,jul,246,7,-1,5,success,0.2571,1,0.7293
CIF000506,46,student,divorced,unknown,no,1459.75,yes,yes,telephone,24,jul,757,2,26,0,unknown,0.1826,1,0.9581
CIF000507,50,student,married,unknown,yes,-2000.0,no,no,unknown,30,apr,68,5,-1,1,unknown,0.0075,0,0.2925
CIF000508,33,entrepreneur,divorced,tertiary,no,927.72,no,no,cellular,24,apr,162,7,-1,3,unknown,0.3141,0,0.788
CIF000509,34,admin.,divorced,unknown,no,1011.6,no,no,cellular,18,may,238,7,-1,5,success,0.9742,1,0.8015
CIF000510,32,blue-collar,single,unknown,no,7788.0,yes,no,cellular,12,jul,780,5,-1,1,other,0.3419,1,0.8573
CIF000511,79,blue-collar,single,tertiary,no,-2000.0,yes,no,cellular,11,jun,833,2,-1,1,failure,0.5043,0,0.692
CIF000512,64,student,divorced,unknown,no,327.97,no,no,cellular,25,nov,634,1,27,2,unknown,0.7459,1,0.1383
CIF000513,70,blue-collar,married,tertiary,no,6617.56,yes,no,unknown,9,mar,1116,2,-1,1,other,0.5511,1,0.6809
CIF000514,68,entrepreneur,divorced,tertiary,no,2849.94,no,no,unknown,19,jun,1296,1,-1,1,success,0.7436,1,0.6045
CIF000515,77,student,single,secondary,no,3189.94,yes,no,telephone,16,mar,1311,2,-1,0,success,0.6616,1,0.3337
CIF000516,24,admin.,married,tertiary,no,1843.75,no,no,telephone,12,jan,1042,1,-1,4,unknown,0.6086,1,0.2086
CIF000517,72,management,divorced,secondary,no,2489.83,yes,no,cellular,14,may,982,6,-1,4,success,0.6496,1,0.8851
CIF000518,22,management,single,primary,no,3832.83,yes,no,cellular,3,jan,884,5,-1,0,failure,0.7992,1,0.1419
CIF000519,47,student,married,secondary,no,-928.46,yes,no,telephone,22,may,428,4,-1,3,unknown,0.7102,1,0.4222
CIF000520,54,entrepreneur,single,primary,no,4134.18,no,no,cellular,3,aug,876,6,-1,3,failure,0.7918,1,0.6228
CIF000521,40,management,single,unknown,no,-2000.0,yes,no,unknown,3,may,18,3,18,3,unknown,0.1456,0,0.9718
CIF000522,27,student,divorced,secondary,no,2485.1,no,yes,cellular,8,sep,1739,3,-1,5,failure,0.6777,1,0.671
CIF000523,29,student,single,unknown,no,2036.22,yes,yes,unknown,16,apr,666,2,-1,3,other,0.737,1,0.3049
CIF000524,69,retired,divorced,secondary,no,-348.88,no,no,cellular,9,may,1361,4,-1,4,other,0.3,1,0.0607
CIF000525,37,retired,divorced,secondary,no,1431.94,yes,no,cellular,27,nov,1722,2,-1,0,success,0.8746,1,0.3177
CIF000526,37,student,married,primary,no,-367.62,yes,no,telephone,28,mar,894,5,23,0,other,0.3047,0,0.2928
CIF000527,75,student,single,unknown,no,-1715.1,no,no,cellular,12,jul,1551,7,-1,3,other,0.2438,0,0.8191
CIF000528,26,retired,married,tertiary,yes,439.16,no,yes,telephone,30,sep,862,4,-1,5,unknown,0.8671,1,0.3766
CIF000529,74,blue-collar,single,secondary,no,-1811.97,yes,no,cellular,3,may,238,3,-1,2,failure,0.247,1,0.0984
CIF000530,75,management,married,tertiary,no,2468.39,no,no,unknown,5,apr,47,5,23,3,failure,0.4155,1,0.87
CIF000531,55,blue-collar,single,unknown,no,-1950.26,yes,no,telephone,11,sep,244,6,-1,1,success,0.3679,1,0.0181
CIF000532,28,management,married,tertiary,no,3635.93,no,no,unknown,29,jan,1696,4,-1,2,other,0.8981,1,0.003
CIF000533,27,entrepreneur,single,secondary,no,-2000.0,no,no,telephone,16,apr,855,2,-1,4,other,0.4552,0,0.4748
CIF000534,35,student,single,unknown,no,-198.88,yes,no,unknown,22,may,574,5,-1,3,unknown,0.6943,1,0.0692
CIF000535,53,management,divorced,unknown,yes,-373.81,yes,no,telephone,20,mar,802,2,18,0,success,0.794,1,0.1771
CIF000536,27,student,divorced,unknown,yes,5475.44,no,no,unknown,15,jul,460,7,-1,5,unknown,0.6279,1,0.9853
CIF000537,46,retired,single,primary,no,2490.87,no,no,unknown,28,aug,1566,3,-1,5,failure,0.9437,1,0.8444
CIF000538,25,student,single,unknown,no,864.8,no,no,unknown,29,dec,1798,3,-1,2,failure,0.8025,1,0.764
CIF000539,51,blue-collar,divorced,primary,no,2996.16,yes,no,unknown,14,aug,152,6,16,2,success,0.4002,0,0.6708
CIF000540,19,retired,divorced,tertiary,no,-2000.0,yes,no,unknown,22,aug,1293,1,-1,3,other,0.9508,1,0.0478
CIF000541,61,blue-collar,married,tertiary,no,1370.6,yes,no,unknown,19,sep,604,2,-1,4,other,0.5246,1,0.8359
CIF000542,21,management,single,primary,no,7492.54,yes,no,cellular,18,mar,85,1,28,2,failure,0.0226,0,0.4712
CIF000543,30,entrepreneur,divorced,primary,no,1897.04,no,no,cellular,4,jun,1659,3,-1,0,success,0.26,0,0.0983
CIF000544,28,blue-collar,married,unknown,no,1703.74,yes,no,cellular,7,oct,111,4,15,0,unknown,0.6217,1,0.3008
CIF000545,69,student,married,unknown,no,3144.39,yes,no,telephone,30,mar,370,2,6,4,unknown,0.1568,1,0.502
CIF000546,21,student,divorced,primary,no,4186.82,no,no,cellular,8,apr,45,3,-1,4,other,0.5841,0,0.0137
CIF000547,44,management,divorced,tertiary,no,-2000.0,yes,yes,cellular,20,mar,848,6,-1,4,other,0.3616,0,0.2524
CIF000548,54,admin.,single,primary,no,-2000.0,yes,no,telephone,28,dec,1079,7,-1,0,other,0.5344,1,0.3359
CIF000549,49,blue-collar,single,tertiary,no,2130.87,no,no,cellular,19,may,577,1,2,1,failure,0.0019,1,0.4638
CIF000550,60,blue-collar,single,secondary,no,-644.63,yes,no,unknown,7,apr,128,5,2,2,success,0.8484,0,0.002
CIF000551,67,student,single,unknown,no,5436.08,yes,yes,unknown,26,oct,209,1,25,1,unknown,0.3619,1,0.5654
CIF000552,42,entrepreneur,divorced,tertiary,no,554.48,yes,yes,cellular,1,nov,1680,4,-1,2,success,0.1402,0,0.1976
CIF000553,69,admin.,divorced,secondary,no,-2000.0,no,no,telephone,22,jan,1450,7,-1,3,failure,0.4379,0,0.5973
CIF000554,37,management,single,tertiary,no,-2000.0,yes,no,unknown,8,nov,1686,6,-1,1,other,0.4862,0,0.2392
CIF000555,79,student,married,secondary,no,-2000.0,yes,no,cellular,20,sep,955,2,-1,0,failure,0.6374,1,0.4027
CIF000556,49,management,married,primary,no,797.62,yes,no,unknown,15,nov,982,2,-1,2,success,0.5246,1,0.6236
CIF000557,63,entrepreneur,married,tertiary,yes,934.85,yes,no,telephone,18,feb,1414,6,9,4,success,0.0435,1,0.6566
CIF000558,72,blue-collar,single,unknown,no,226.61,yes,no,telephone,12,jan,1109,6,-1,3,other,0.8715,1,0.0306
CIF000559,67,student,single,secondary,no,4736.64,no,no,cellular,16,may,785,2,-1,1,unknown,0.4565,1,0.5351
CIF000560,70,admin.,divorced,primary,no,5095.56,no,yes,telephone,29,nov,525,1,-1,1,failure,0.077,1,0.8166
CIF000561,51,student,divorced,primary,no,988.83,no,no,telephone,25,jun,873,4,-1,3,failure,0.7728,1,0.2064
CIF000562,20,blue-collar,single,secondary,no,-2000.0,yes,no,cellular,13,sep,115,5,21,1,unknown,0.6602,0,0.532
CIF000563,48,admin.,married,unknown,no,3351.84,yes,yes,unknown,29,mar,346,4,-1,5,other,0.6494,1,0.4476
CIF000564,29,entrepreneur,divorced,secondary,no,3166.08,yes,no,telephone,27,may,1327,7,-1,5,other,0.4269,0,0.8499
CIF000565,73,admin.,divorced,unknown,no,2428.17,yes,no,unknown,19,nov,1562,6,-1,0,unknown,0.4105,1,0.4388
CIF000566,32,admin.,single,secondary,no,4444.44,yes,no,cellular,18,jun,183,6,-1,5,success,0.5363,1,0.9438
CIF000567,32,blue-collar,married,secondary,no,-1994.48,no,no,unknown,2,oct,174,1,-1,0,other,0.0506,0,0.6524
CIF000568,33,retired,single,unknown,no,7526.27,no,no,telephone,16,aug,154,6,20,2,failure,0.299,1,0.5614
CIF000569,57,retired,single,tertiary,no,-1378.28,no,no,telephone,7,mar,1424,6,21,4,success,0.9879,1,0.2919
CIF000570,53,blue-collar,divorced,primary,no,3747.67,no,no,cellular,5,dec,560,3,-1,1,success,0.6622,1,0.5965
CIF000571,76,management,single,primary,no,-2000.0,yes,no,unknown,26,dec,588,5,-1,1,unknown,0.4189,1,0.1312
CIF000572,43,entrepreneur,single,primary,no,-1290.79,yes,no,cellular,9,oct,22,6,-1,0,other,0.2224,0,0.4162
CIF000573,35,entrepreneur,single,unknown,no,6049.11,no,no,unknown,19,jun,1750,7,-1,4,other,0.7452,1,0.2844
CIF000574,21,entrepreneur,single,primary,no,717.3,yes,no,telephone,27,jun,781,4,-1,0,failure,0.2603,0,0.6703
CIF000575,18,student,married,primary,yes,4019.77,no,no,telephone,18,apr,1435,1,1,2,failure,0.1624,1,0.764
CIF000576,41,management,married,unknown,no,2210.87,no,no,telephone,24,aug,1273,5,-1,2,other,0.1545,1,0.9286
CIF000577,75,management,divorced,tertiary,no,1185.13,yes,no,cellular,24,apr,255,5,2,5,other,0.7293,1,0.2221
CIF000578,50,student,single,unknown,no,5591.55,yes,no,telephone,14,mar,1442,1,-1,5,unknown,0.6428,1,0.8848
CIF000579,73,management,divorced,primary,no,790.02,no,no,cellular,28,jan,990,6,-1,4,failure,0.0698,0,0.846
CIF000580,24,admin.,single,tertiary,no,-2000.0,no,no,unknown,28,jun,1087,2,-1,4,success,0.115,0,0.8624
CIF000581,23,blue-collar,divorced,primary,no,-909.72,no,no,telephone,11,oct,360,7,-1,3,unknown,0.6338,1,0.7405
CIF000582,69,entrepreneur,married,tertiary,no,3153.58,no,yes,cellular,25,oct,1524,4,-1,2,other,0.5711,1,0.2677
CIF000583,24,admin.,married,primary,no,2686.53,no,no,cellular,6,nov,1677,3,14,0,unknown,0.686,1,0.8779
CIF000584,21,retired,single,unknown,no,-2000.0,yes,yes,unknown,4,aug,731,1,-1,5,other,0.178,0,0.5995
CIF000585,43,entrepreneur,divorced,secondary,no,-673.03,no,no,cellular,16,nov,166,1,-1,2,unknown,0.7266,0,0.7406
CIF000586,75,admin.,married,secondary,no,-245.16,yes,no,cellular,19,oct,1527,6,-1,2,other,0.9361,1,0.2053
CIF000587,60,entrepreneur,single,unknown,no,403.59,no,no,cellular,18,oct,1597,3,-1,0,unknown,0.6011,1,0.1574
CIF000588,24,retired,married,primary,yes,-2000.0,no,no,cellular,24,jul,911,6,-1,1,success,0.1961,0,0.2769
CIF000589,69,student,divorced,unknown,no,-385.11,no,no,cellular,12,feb,1042,2,-1,3,failure,0.6795,1,0.5114
CIF000590,70,student,single,tertiary,yes,-685.83,no,yes,unknown,25,may,401,7,-1,2,failure,0.3431,1,0.4166
CIF000591,67,student,single,tertiary,no,3814.6,no,no,cellular,28,nov,121,7,-1,3,unknown,0.0493,1,0.8876
CIF000592,73,management,married,secondary,no,3927.36,no,no,unknown,3,sep,1699,1,4,1,success,0.3023,1,0.013
CIF000593,32,student,married,unknown,no,1062.57,yes,yes,unknown,14,jan,869,5,7,0,success,0.9056,1,0.08
CIF000594,78,student,single,secondary,no,323.88,yes,yes,telephone,7,feb,494,7,-1,5,failure,0.4111,1,0.3254
CIF000595,37,management,single,secondary,no,1919.77,no,no,cellular,20,aug,1247,3,-1,2,failure,0.8647,1,0.1677
CIF000596,67,entrepreneur,divorced,secondary,no,-949.73,yes,no,unknown,13,dec,47,1,-1,2,success,0.5087,0,0.4068
CIF000597,53,student,married,secondary,no,-1940.5,yes,no,cellular,9,sep,143,7,-1,1,success,0.517,0,0.7176
CIF000598,66,entrepreneur,married,secondary,no,-1320.66,yes,no,telephone,8,dec,436,4,-1,3,success,0.0052,0,0.9934
CIF000599,56,admin.,married,primary,no,-404.44,yes,yes,cellular,11,jan,811,1,-1,3,unknown,0.6371,1,0.2021
CIF000600,57,admin.,married,secondary,no,-1990.42,yes,yes,unknown,4,nov,660,6,-1,2,success,0.1078,0,0.266
CIF000601,56,management,married,secondary,no,1986.18,yes,no,telephone,4,feb,337,5,-1,5,failure,0.4787,1,0.7687
CIF000602,66,admin.,single,secondary,no,3689.15,no,no,cellular,19,nov,632,1,-1,5,failure,0.2603,1,0.272
CIF000603,63,admin.,married,unknown,no,-2000.0,yes,no,telephone,29,dec,601,2,2,1,failure,0.3924,1,0.7037
CIF000604,26,blue-collar,married,primary,no,1575.39,no,yes,unknown,16,jul,944,1,-1,3,failure,0.5371,1,0.5835
CIF000605,69,management,divorced,unknown,no,840.19,no,yes,unknown,28,jul,1012,7,-1,5,unknown,0.0145,1,0.8549
CIF000606,51,entrepreneur,single,unknown,no,2524.53,yes,no,unknown,5,jun,1589,1,-1,2,failure,0.2846,1,0.0333
CIF000607,38,management,divorced,primary,no,1461.18,no,yes,cellular,30,jul,1452,6,10,0,success,0.9896,1,0.9797
CIF000608,49,management,divorced,tertiary,no,-2000.0,yes,no,unknown,18,oct,526,4,9,0,unknown,0.0574,0,0.9643
CIF000609,77,student,married,primary,no,-2000.0,no,yes,telephone,23,apr,1624,5,-1,4,other,0.3194,0,0.0224
CIF000610,71,blue-collar,single,primary,no,1588.27,no,no,unknown,2,apr,937,6,-1,5,failure,0.3214,1,0.4995
CIF000611,69,entrepreneur,divorced,unknown,no,4586.34,no,no,telephone,19,dec,337,7,-1,0,success,0.3794,1,0.4014
CIF000612,46,management,single,primary,no,-2000.0,yes,no,telephone,12,nov,612,1,-1,3,unknown,0.6848,1,0.2542
CIF000613,66,blue-collar,divorced,secondary,no,2537.18,yes,no,cellular,27,jul,1335,1,-1,2,unknown,0.2477,1,0.9778
CIF000614,41,blue-collar,divorced,primary,no,5068.87,yes,no,telephone,24,mar,1479,1,-1,1,other,0.4603,1,0.1746
CIF000615,60,admin.,single,primary,no,1040.92,no,no,cellular,26,dec,673,5,-1,3,other,0.6449,1,0.2636
CIF000616,57,blue-collar,married,primary,no,3150.61,no,no,telephone,27,nov,283,4,18,5,unknown,0.3223,1,0.0082
CIF000617,33,blue-collar,single,unknown,no,-609.21,no,no,telephone,22,apr,345,1,-1,1,other,0.9488,1,0.5802
CIF000618,34,blue-collar,divorced,primary,no,1141.9,no,no,unknown,8,jul,186,2,-1,0,other,0.9797,1,0.8608
CIF000619,21,blue-collar,single,unknown,no,-2000.0,no,no,telephone,9,jun,1257,4,-1,2,unknown,0.1197,0,0.6219
CIF000620,26,retired,divorced,primary,no,-2000.0,yes,no,telephone,26,nov,905,6,-1,1,unknown,0.3438,0,0.6516
CIF000621,44,retired,single,unknown,no,4328.3,no,no,cellular,19,sep,812,3,-1,4,unknown,0.208,1,0.0663
CIF000622,47,management,single,unknown,yes,-1454.98,no,no,telephone,27,jun,1209,7,21,3,other,0.1868,1,0.7148
CIF000623,28,admin.,divorced,tertiary,no,133.42,no,no,telephone,24,dec,1491,7,10,0,other,0.491,0,0.409
CIF000624,43,retired,married,unknown,no,-2000.0,no,no,unknown,19,aug,1431,6,-1,2,success,0.5638,1,0.4737
CIF000625,55,admin.,single,secondary,no,-2000.0,no,no,cellular,5,jun,246,4,5,4,failure,0.4257,0,0.585
CIF000626,32,admin.,married,unknown,no,978.49,yes,no,cellular,30,dec,1061,7,-1,2,other,0.2726,1,0.9754
CIF000627,38,management,single,primary,no,-688.73,yes,no,telephone,8,jun,1588,6,-1,3,other,0.2786,1,0.7482
CIF000628,40,entrepreneur,divorced,tertiary,no,2633.91,yes,no,unknown,8,jun,1392,4,-1,1,other,0.9921,1,0.6839
CIF000629,49,blue-collar,divorced,unknown,no,2857.62,no,no,unknown,5,may,592,4,-1,1,failure,0.9237,1,0.4319
CIF000630,40,student,married,tertiary,no,2462.55,no,no,unknown,3,mar,706,6,-1,0,success,0.0759,1,0.0345
CIF000631,63,admin.,divorced,secondary,no,2215.8,no,no,telephone,12,apr,1602,4,-1,0,success,0.6566,1,0.5387
CIF000632,38,admin.,divorced,tertiary,no,6233.3,no,no,cellular,26,feb,59,2,-1,0,unknown,0.4569,0,0.6609
CIF000633,44,management,divorced,unknown,no,-1702.78,yes,no,telephone,26,sep,945,7,19,3,success,0.6888,1,0.7042
CIF000634,41,entrepreneur,single,unknown,no,1335.2,no,no,cellular,15,aug,208,1,-1,0,success,0.597,1,0.6079
CIF000635,29,retired,married,tertiary,no,4898.07,yes,no,unknown,10,dec,1610,5,13,3,success,0.8893,1,0.3004
CIF000636,60,admin.,single,tertiary,no,5293.62,no,no,unknown,11,aug,69,5,-1,5,failure,0.067,1,0.221
CIF000637,32,entrepreneur,divorced,unknown,no,-2000.0,no,no,telephone,28,jan,42,5,17,4,success,0.3496,0,0.0901
CIF000638,36,admin.,single,tertiary,no,562.93,yes,no,cellular,2,aug,592,1,-1,3,other,0.9855,1,0.7028
CIF000639,67,admin.,single,primary,no,5574.36,yes,no,cellular,2,mar,360,4,-1,0,success,0.1823,1,0.9708
CIF000640,76,entrepreneur,married,unknown,yes,3024.24,yes,no,unknown,2,jan,891,7,-1,2,other,0.1273,1,0.525
CIF000641,59,retired,single,primary,no,2085.79,yes,no,cellular,27,aug,539,2,20,5,other,0.729,1,0.6732
CIF000642,74,admin.,single,tertiary,no,846.95,no,no,cellular,3,jan,641,5,-1,2,failure,0.7774,1,0.6926
CIF000643,70,student,single,secondary,no,348.6,no,no,telephone,29,may,1016,7,-1,4,success,0.6723,1,0.1614
CIF000644,47,management,divorced,primary,no,2364.66,yes,no,cellular,6,nov,1009,7,6,4,success,0.7762,1,0.1918
CIF000645,65,entrepreneur,married,secondary,no,742.88,no,no,unknown,17,apr,1682,4,-1,1,other,0.6937,1,0.2082
CIF000646,38,student,married,primary,no,1372.26,no,yes,cellular,30,sep,865,3,17,0,failure,0.1358,1,0.9328
CIF000647,46,blue-collar,divorced,secondary,no,1735.8,no,no,unknown,4,may,1015,5,-1,0,unknown,0.6082,1,0.0156
CIF000648,51,blue-collar,divorced,secondary,no,-534.21,yes,no,unknown,9,feb,1220,4,-1,1,success,0.7769,1,0.5412
CIF000649,77,retired,married,secondary,no,3096.39,yes,yes,cellular,22,mar,313,5,-1,1,success,0.8655,1,0.3772
CIF000650,70,admin.,divorced,primary,no,10242.73,yes,no,telephone,25,jan,1200,6,-1,3,success,0.2462,1,0.6594
CIF000651,48,student,married,tertiary,no,-2000.0,yes,no,unknown,28,feb,1551,5,-1,3,success,0.1274,0,0.2205
CIF000652,58,retired,married,primary,no,2472.04,no,no,unknown,1,feb,572,2,-1,2,success,0.7811,1,0.9612
CIF000653,30,student,married,unknown,no,-780.57,yes,no,unknown,24,nov,321,6,-1,4,unknown,0.2565,0,0.3312
CIF000654,67,entrepreneur,single,primary,no,3232.21,no,no,unknown,10,oct,623,4,7,4,other,0.0319,1,0.9259
CIF000655,52,management,married,primary,no,1639.67,no,no,cellular,17,may,495,7,19,4,failure,0.8252,1,0.5892
CIF000656,51,student,married,secondary,no,3785.56,yes,no,telephone,28,sep,1053,5,-1,5,unknown,0.506,1,0.4145
CIF000657,65,admin.,divorced,secondary,no,5026.52,no,no,unknown,28,mar,1554,7,-1,2,other,0.3266,1,0.7339
CIF000658,57,blue-collar,single,unknown,no,2077.26,no,yes,cellular,6,aug,1073,7,-1,4,other,0.0114,1,0.5531
CIF000659,22,entrepreneur,single,tertiary,no,4896.16,yes,no,cellular,15,mar,225,7,16,2,success,0.0353,1,0.1386
CIF000660,35,management,divorced,secondary,no,-2000.0,no,no,cellular,9,aug,566,6,5,1,success,0.7926,1,0.7045
CIF000661,28,retired,married,unknown,no,6271.36,yes,yes,unknown,19,may,1240,5,-1,0,unknown,0.4897,1,0.5795
CIF000662,63,student,divorced,primary,no,2625.19,no,no,unknown,25,nov,594,1,-1,0,failure,0.1497,1,0.5656
CIF000663,20,entrepreneur,single,unknown,no,4733.53,yes,no,cellular,10,nov,1055,3,20,5,unknown,0.3585,1,0.7381
CIF000664,30,blue-collar,divorced,secondary,no,-2000.0,no,no,cellular,4,may,1249,4,15,1,failure,0.1653,0,0.6535
CIF000665,55,blue-collar,divorced,secondary,no,-992.31,yes,no,telephone,2,jan,592,6,-1,5,failure,0.1129,0,0.3662
CIF000666,61,retired,married,secondary,yes,1937.81,yes,no,unknown,2,apr,1165,5,12,4,unknown,0.2763,1,0.3185
CIF000667,49,entrepreneur,married,primary,no,1448.89,no,yes,unknown,11,apr,716,4,-1,2,success,0.5495,1,0.2508
CIF000668,71,management,single,tertiary,no,2349.21,no,no,unknown,29,jun,243,2,-1,5,success,0.21,1,0.5751
CIF000669,74,management,single,tertiary,no,4753.55,no,no,unknown,8,jul,669,6,6,5,failure,0.3437,1,0.2999
CIF000670,26,retired,married,tertiary,no,-2000.0,no,no,telephone,13,dec,793,4,-1,5,other,0.4779,0,0.1204
CIF000671,77,blue-collar,married,tertiary,no,4421.46,no,no,cellular,21,jan,4,1,-1,2,failure,0.42,1,0.7827
CIF000672,56,blue-collar,divorced,primary,no,1524.85,no,no,telephone,20,jul,1606,2,20,1,unknown,0.1286,1,0.2091
CIF000673,57,retired,divorced,unknown,no,888.65,no,no,telephone,9,mar,950,7,14,0,other,0.0389,1,0.1649
CIF000674,23,entrepreneur,married,tertiary,no,-2000.0,yes,no,unknown,4,jul,65,1,-1,5,unknown,0.0355,0,0.849
CIF000675,56,retired,divorced,tertiary,no,3009.15,yes,no,telephone,5,aug,1562,3,-1,5,unknown,0.3502,1,0.7021
CIF000676,62,admin.,married,primary,no,-2000.0,yes,yes,unknown,7,oct,1539,4,7,3,failure,0.7188,1,0.7662
CIF000677,54,blue-collar,single,unknown,no,3445.18,yes,no,cellular,3,jul,21,1,-1,0,success,0.1313,0,0.3504
CIF000678,23,student,married,tertiary,no,-2000.0,yes,yes,unknown,14,mar,293,2,28,4,failure,0.787,0,0.6174
CIF000679,50,student,single,secondary,no,1660.37,no,no,telephone,20,nov,654,7,-1,1,other,0.7157,1,0.9322
CIF000680,76,admin.,married,unknown,no,1142.49,yes,no,telephone,21,may,913,5,-1,3,failure,0.0039,1,0.2827
CIF000681,62,retired,married,tertiary,no,5008.61,no,no,unknown,28,jun,1306,2,-1,3,other,0.0267,1,0.069
CIF000682,26,admin.,married,unknown,no,964.03,yes,no,telephone,9,aug,763,2,13,0,success,0.195,0,0.1709
CIF000683,77,admin.,married,unknown,no,-582.42,yes,no,cellular,20,apr,1101,3,29,0,unknown,0.0561,1,0.8975
CIF000684,77,student,married,primary,no,-19.81,no,no,telephone,27,dec,18,6,-1,0,failure,0.5313,0,0.2815
CIF000685,28,admin.,single,unknown,no,5318.65,no,no,unknown,1,jan,1185,6,-1,5,unknown,0.0396,0,0.4913
CIF000686,67,blue-collar,divorced,tertiary,no,3108.89,no,no,unknown,24,feb,1647,2,7,5,other,0.8026,1,0.5346
CIF000687,43,admin.,married,primary,no,343.11,no,no,telephone,3,dec,947,6,-1,2,success,0.493,1,0.96
CIF000688,54,management,divorced,unknown,no,790.66,no,no,telephone,17,jun,818,7,-1,2,failure,0.728,1,0.3015
CIF000689,45,admin.,single,secondary,no,-2000.0,no,no,cellular,25,nov,534,2,19,2,success,0.7507,1,0.5214
CIF000690,66,blue-collar,married,unknown,no,2665.42,no,no,unknown,14,nov,1717,1,10,2,success,0.5068,1,0.9581
CIF000691,79,blue-collar,married,primary,no,-2000.0,no,no,telephone,17,dec,59,7,18,3,success,0.9254,0,0.2013
CIF000692,67,management,divorced,secondary,no,3755.39,yes,no,cellular,19,sep,516,4,-1,2,failure,0.9902,1,0.5979
CIF000693,75,entrepreneur,married,secondary,no,1885.86,no,yes,unknown,18,sep,249,6,-1,3,failure,0.3592,1,0.0636
CIF000694,76,blue-collar,single,secondary,no,8660.86,no,yes,unknown,22,aug,1559,3,20,2,failure,0.1259,1,0.263
CIF000695,23,entrepreneur,married,tertiary,no,-1800.41,yes,no,cellular,26,sep,868,3,-1,3,other,0.3632,0,0.0692
CIF000696,33,entrepreneur,divorced,primary,no,1192.01,yes,no,telephone,5,apr,1660,2,-1,5,failure,0.2234,1,0.3302
CIF000697,62,entrepreneur,divorced,tertiary,no,6894.86,no,no,unknown,13,oct,1197,2,19,1,failure,0.531,1,0.2064
CIF000698,54,management,married,primary,no,5074.17,no,no,unknown,26,mar,1002,4,-1,0,success,0.3784,1,0.7984
CIF000699,21,blue-collar,married,secondary,no,-588.64,no,no,cellular,12,jun,931,1,19,3,success,0.4804,0,0.4634
CIF000700,23,entrepreneur,single,tertiary,no,2171.9,no,yes,cellular,15,may,364,6,-1,0,other,0.7632,1,0.405
CIF000701,50,retired,single,secondary,no,1506.0,yes,yes,unknown,23,oct,1011,4,25,1,unknown,0.274,1,0.6923
CIF000702,56,blue-collar,single,secondary,no,2345.87,no,no,unknown,29,apr,1233,7,-1,4,unknown,0.5375,1,0.9472
CIF000703,28,blue-collar,single,tertiary,no,-596.04,no,no,unknown,8,mar,1737,4,-1,2,failure,0.3352,0,0.3015
CIF000704,28,admin.,married,primary,no,1232.04,no,no,telephone,29,oct,988,3,21,3,success,0.785,1,0.0668
CIF000705,26,retired,married,unknown,no,-2000.0,yes,no,unknown,22,jun,1689,4,-1,4,other,0.6395,1,0.1098
CIF000706,53,retired,single,unknown,no,1905.37,no,no,telephone,1,sep,1700,2,2,0,success,0.0085,1,0.8572
CIF000707,18,retired,divorced,unknown,no,2850.06,no,no,unknown,26,nov,940,6,-1,2,other,0.6601,1,0.8459
CIF000708,53,blue-collar,divorced,secondary,no,817.74,yes,no,cellular,12,nov,790,6,9,0,unknown,0.1702,0,0.4754
CIF000709,47,entrepreneur,single,secondary,no,-2000.0,yes,yes,cellular,9,may,256,2,20,2,success,0.7245,1,0.1476
CIF000710,46,blue-collar,divorced,unknown,no,4465.6,no,no,cellular,16,mar,483,5,-1,1,other,0.5673,1,0.5265
CIF000711,60,retired,single,tertiary,no,2593.58,yes,no,cellular,18,dec,1582,4,-1,5,success,0.4015,1,0.6684
CIF000712,50,entrepreneur,single,unknown,no,-678.05,yes,yes,cellular,17,apr,248,2,-1,1,failure,0.6941,1,0.3322
CIF000713,63,entrepreneur,single,primary,no,658.2,no,no,telephone,2,oct,714,1,25,1,other,0.8566,1,0.0825
CIF000714,65,entrepreneur,single,unknown,yes,-2000.0,yes,no,cellular,25,oct,1257,6,26,0,other,0.7787,1,0.3219
CIF000715,75,retired,married,tertiary,no,-1576.23,no,no,telephone,11,jun,433,2,26,0,failure,0.5454,1,0.6906
CIF000716,67,retired,divorced,unknown,no,-113.43,no,no,telephone,5,feb,1753,4,-1,1,success,0.7227,1,0.9784
CIF000717,50,retired,married,unknown,no,5185.26,yes,no,cellular,17,jun,1169,2,-1,1,other,0.4139,1,0.1901
CIF000718,48,entrepreneur,married,primary,no,-418.51,yes,yes,telephone,19,feb,51,5,6,4,unknown,0.789,1,0.9146
